@relation train_data_smooth_oneColumn

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute AccX21 numeric
@attribute AccY21 numeric
@attribute AccZ21 numeric
@attribute GyrX21 numeric
@attribute GyrY21 numeric
@attribute GyrZ21 numeric
@attribute AccX22 numeric
@attribute AccY22 numeric
@attribute AccZ22 numeric
@attribute GyrX22 numeric
@attribute GyrY22 numeric
@attribute GyrZ22 numeric
@attribute AccX23 numeric
@attribute AccY23 numeric
@attribute AccZ23 numeric
@attribute GyrX23 numeric
@attribute GyrY23 numeric
@attribute GyrZ23 numeric
@attribute AccX24 numeric
@attribute AccY24 numeric
@attribute AccZ24 numeric
@attribute GyrX24 numeric
@attribute GyrY24 numeric
@attribute GyrZ24 numeric
@attribute AccX25 numeric
@attribute AccY25 numeric
@attribute AccZ25 numeric
@attribute GyrX25 numeric
@attribute GyrY25 numeric
@attribute GyrZ25 numeric
@attribute AccX26 numeric
@attribute AccY26 numeric
@attribute AccZ26 numeric
@attribute GyrX26 numeric
@attribute GyrY26 numeric
@attribute GyrZ26 numeric
@attribute AccX27 numeric
@attribute AccY27 numeric
@attribute AccZ27 numeric
@attribute GyrX27 numeric
@attribute GyrY27 numeric
@attribute GyrZ27 numeric
@attribute AccX28 numeric
@attribute AccY28 numeric
@attribute AccZ28 numeric
@attribute GyrX28 numeric
@attribute GyrY28 numeric
@attribute GyrZ28 numeric
@attribute AccX29 numeric
@attribute AccY29 numeric
@attribute AccZ29 numeric
@attribute GyrX29 numeric
@attribute GyrY29 numeric
@attribute GyrZ29 numeric
@attribute AccX30 numeric
@attribute AccY30 numeric
@attribute AccZ30 numeric
@attribute GyrX30 numeric
@attribute GyrY30 numeric
@attribute GyrZ30 numeric
@attribute Label {down,up,left,right,rotate_left,rotate_right}

@data
-292,-52,-750,3597,4939,14268,-20,-52,-240,14390,-16799,-6525,-26,-29,-17,24207,1707,772,32,-26,116,26509,4634,-61,38,-15,146,18683,6268,-1927,59,-2,283,7390,3256,-1488,35,0,271,-6988,6390,3390,52,2,137,-27926,-5317,1366,-36,13,-40,-41109,-11475,4732,-14,-10,-223,-37061,-9219,3134,-62,-1,-192,-18134,-5512,2158,-26,11,-287,-8305,-1500,-2732,-46,1,-189,9634,2134,-5695,11,0,-82,19634,13158,-5342,-35,32,43,16305,5256,268,64,17,53,9402,1305,-2744,-28,18,88,7585,3110,3439,15,15,56,3793,1476,3219,-4,8,15,-171,-4963,1061,2,-3,18,1622,-2281,-939,-8,-5,-12,683,-134,-659,26,-8,14,2317,-1549,-1171,-10,4,1,-268,-207,1231,-8,-3,2,427,-183,317,2,-6,6,207,-597,-110,-4,4,9,-195,0,-25,8,-3,26,-634,-256,-610,-8,-1,-19,-2597,2500,988,6,3,3,-24,-390,-475,4,3,7,317,1000,-231,left
-167,-81,-976,-15182,3109,18475,-167,-29,-261,19452,-20946,6616,-37,-49,-32,29776,8719,-4553,31,-43,143,30762,10122,-6768,87,-39,181,20476,4122,-5451,100,-16,426,9415,-2073,-3122,96,-11,277,-17512,6988,1085,25,6,106,-39304,-11488,8012,-61,9,-72,-42036,-19146,12146,-68,26,-305,-30707,4183,9231,-38,15,-373,-17610,-7329,-7134,-36,5,-224,10805,7293,-5305,6,17,-131,22012,7854,-6049,33,26,-77,17134,14073,-5866,-38,19,104,9512,-6683,-2708,-37,22,134,11122,7634,5670,8,17,41,-329,-5110,719,-10,7,41,-1220,-2439,48,17,-3,30,-61,-3866,-1391,12,-8,10,-622,-1256,-403,14,-10,-12,-1439,976,695,5,-5,5,-1195,-1939,1622,2,-6,-13,-195,841,1866,-19,2,-3,268,0,1341,5,1,5,1756,-2073,-256,-10,1,12,1366,-988,683,-2,1,10,232,731,-634,1,5,9,-85,231,-756,4,1,2,-609,512,-427,-3,3,-5,-1280,1744,-207,left
134,-117,783,114756,10670,-14695,168,-73,523,29665,5365,-3811,28,-28,327,-2703,-5549,6138,62,-27,159,-18399,-5946,884,13,-25,32,-22317,-7256,2646,-70,7,-186,-36926,-4171,6658,-64,6,-346,-26707,-7159,-1622,-17,-6,-294,-963,11963,-6500,-56,11,-187,16061,2805,-1964,-18,24,-54,25719,7634,-1159,38,17,12,16451,3939,-2439,-8,27,127,16280,5219,3610,1,23,104,3464,-8329,2341,9,13,64,-1183,2024,841,4,0,15,-3853,-537,-1293,9,-4,14,-2280,-1854,-1378,12,-8,16,-902,-854,-549,-10,-1,-9,-1085,-49,1158,-9,-5,-4,366,-610,402,5,-4,8,805,-439,-512,-4,2,3,488,-183,232,6,-1,-4,-110,281,-463,17,-2,3,171,-1378,-146,-6,4,-8,-293,561,549,-11,4,2,256,-549,12,3,-3,-2,-585,-24,-695,-17,2,-5,-536,500,756,-6,1,3,463,549,-1183,21,-4,16,195,-622,-866,9,-2,-10,-780,1500,634,left
-336,20,-841,-20365,5304,12621,-115,-28,-249,7378,-7836,-2379,-35,-25,33,28049,10203,-2358,54,-30,194,31296,8308,-3415,65,-36,223,18073,3195,-1573,136,-30,422,7524,-6134,-1671,72,-6,257,-13976,-391,3890,3,13,-1,-39061,-15744,7268,-44,12,-194,-44622,-20207,4390,-93,18,-331,-34219,4524,976,-61,20,-306,-9842,3854,-3341,-16,23,-185,6500,2329,-3732,16,10,-18,21926,9975,-5207,-5,22,32,18256,15682,-1439,34,30,103,16512,-6049,61,-9,16,63,7732,-110,1683,-15,4,36,5305,2366,-122,3,1,4,1049,-1610,-1975,0,-4,19,2488,-2829,-1670,1,-7,18,-12,-3500,-1036,0,-6,-4,-1402,1110,-329,14,-10,0,-195,-1342,-975,-6,-5,-3,-695,1170,1610,9,-4,-7,-366,390,817,-6,-3,1,220,463,1317,-1,0,2,610,-415,1061,-6,2,6,415,-1024,1524,2,-2,9,61,-1256,-378,-2,-1,3,-256,-1146,329,0,1,0,-109,683,0,left
209,-202,815,123597,13719,-11829,4,-67,494,31250,884,2439,35,-48,296,-4187,670,1098,57,-44,155,-19985,-3796,503,-1,-23,48,-24658,-6000,2646,-47,13,-236,-48195,-7086,3281,-11,4,-307,-29146,-2342,-1378,-39,17,-293,-7659,1646,-3000,-42,26,-203,12866,2756,-1732,10,15,-70,25268,8024,-3012,5,25,39,23183,5561,451,5,23,77,15451,3061,756,7,11,110,11414,-1097,2476,-7,9,73,3854,-329,695,-13,7,18,793,-2670,476,14,-3,36,586,-2207,-2402,5,-2,20,439,232,-378,17,-3,0,-1378,-2036,-780,-12,0,-3,-463,866,768,15,-3,7,-1280,-1195,-866,-18,2,-10,-317,2073,1402,5,-3,16,902,-988,-268,-15,2,-6,-951,1293,1402,13,-2,8,-414,-1158,-256,-8,1,0,-134,2061,646,6,2,5,-524,-926,-171,4,1,-4,-207,-219,-25,11,-3,8,610,-707,-500,0,-1,2,73,1110,402,-8,0,-6,-244,-146,390,left
285,-46,833,97926,24695,-13597,41,-20,477,22500,122,3567,23,-24,336,-2297,-1971,1281,42,-16,151,-16982,-4360,-1402,-16,-8,44,-16305,-6878,1317,-27,-9,-263,-36195,-6732,-707,-27,-6,-304,-20097,5317,-4110,-48,5,-238,805,4207,-98,-7,3,-174,9293,1988,-1866,4,3,-56,16488,8207,-1341,-33,18,90,16561,2256,3000,28,11,112,11622,-4963,1586,38,8,33,1512,-3207,-1097,-17,3,64,5549,574,2146,18,-1,17,671,-1561,-354,5,-6,5,97,-256,12,-15,-4,2,-342,-549,573,6,-4,10,-976,-585,232,0,0,-11,-1780,1195,1171,-1,2,-13,-1585,-280,878,-4,3,2,610,-841,451,-3,2,7,330,-841,134,-12,2,-8,-122,1012,305,-1,3,6,976,-695,-512,-4,2,10,854,683,-731,6,0,2,-609,610,-329,4,1,-8,-232,695,171,10,-2,9,597,-792,-500,-7,0,-6,-646,476,329,6,-4,2,207,-207,-146,left
-209,-61,-798,-11219,-5121,15243,-93,-13,-210,23019,-3353,-366,13,-3,56,35589,3720,-3780,30,-39,169,30579,3964,-2454,37,-35,253,16524,-500,-1476,68,-4,387,1634,1890,-2280,80,-10,194,-24390,-2537,2061,-28,1,-28,-41927,-2585,5390,-63,20,-164,-38744,-329,4366,-24,19,-374,-31756,-220,-1354,-88,8,-277,-1512,7488,512,-35,14,-199,11049,2353,-4366,17,9,-15,20854,-610,-3341,39,19,11,13707,-1829,-2061,-20,26,103,16683,1561,2622,48,20,31,1305,-7963,-1403,-5,9,75,4634,1793,1317,7,-1,14,634,-658,-134,-11,-3,4,-61,-329,49,14,-7,5,-1622,-1707,12,14,-7,16,683,-646,354,-7,-1,5,-1037,268,2146,-9,-2,-15,-963,1305,207,6,0,2,195,-1305,-110,-4,0,8,-98,890,24,6,-1,-5,-329,24,-207,-1,-1,-4,85,-476,-585,8,-1,5,-208,110,244,0,1,1,-342,390,293,0,2,-4,-73,122,329,left
-389,3,-773,17256,21585,19390,16,-8,82,44146,-6616,-5488,27,1,258,31890,589,-1545,48,-13,229,14131,2530,-1646,13,-6,188,1841,-3524,402,107,0,290,-12524,-11097,-3963,-18,11,15,-33049,-5366,3463,-43,-23,-207,-34268,-1975,-317,-90,-3,-301,-24012,3354,-293,-26,-4,-272,-3732,7025,-4756,-27,-1,-142,11744,3012,-2878,10,-9,-28,17585,8890,-1317,25,27,52,14378,4171,2110,45,15,112,12927,-4622,2232,14,11,91,2890,-3512,3549,3,1,19,-1927,2427,2451,-6,0,-16,-2219,-402,305,-4,-8,5,1183,-2866,-1463,0,-3,13,0,-1402,-1317,12,-4,3,-646,-683,86,-6,3,-12,-1451,2244,1220,0,1,-4,-159,-597,464,2,4,1,-49,-73,586,5,-3,-3,-183,183,573,-22,3,-10,-1281,1183,1927,-5,-3,7,695,-1402,-512,6,-3,5,353,-305,-1243,3,0,3,-207,49,-524,-7,8,-2,-220,719,378,6,0,8,1024,-915,-1414,left
-148,-40,-809,-24817,-29451,18841,38,-32,-127,21372,-92,1616,19,-5,101,29918,10975,610,20,5,212,24283,6174,-411,15,5,199,11451,4622,183,50,12,338,4232,5976,-3037,8,17,125,-18805,-2378,573,-13,4,-86,-31122,-7634,1073,-59,-17,-151,-26463,-183,1683,-25,-21,-320,-22073,-1817,-2610,-9,-5,-255,-2146,-7488,-2293,-47,-8,-95,13280,4512,-2329,0,-1,-18,12110,-219,-3341,51,9,-15,9488,-4415,-2195,5,20,106,10110,-1732,2719,-2,2,80,3914,7902,1451,26,5,28,-2622,-1805,1146,-1,2,42,793,1939,2646,1,3,4,-2195,427,658,15,-6,10,329,-1134,158,-16,2,-10,-1146,378,951,2,-2,-3,-585,-1220,-220,6,-3,4,-12,219,-73,-10,3,-9,-707,-475,939,-18,3,-2,-390,305,183,4,-2,5,683,-1073,-622,1,1,6,866,-353,-98,-6,2,-6,-49,-219,-122,-2,0,-2,280,244,-305,6,2,5,719,-24,-512,left
62,-11,858,85487,-3719,1890,38,-14,368,23506,13019,2134,20,2,309,5711,-1849,41,48,1,170,-5808,900,-1585,14,11,86,-10561,-6000,1963,-41,-20,-163,-27146,3122,1561,-49,-12,-266,-20866,902,-756,-16,-18,-281,-6902,-12,-3073,-28,-14,-159,7073,-2341,-988,-7,-15,-115,9415,7171,-3073,36,21,-17,10646,-817,-1342,36,18,104,11342,-4293,268,7,16,94,3610,1244,3244,-13,15,23,-2341,2573,2866,1,1,23,890,-1366,1000,2,-2,6,-414,-1561,-829,-8,2,11,-61,-1098,-61,6,-1,1,-426,-732,-488,10,-3,1,-683,-354,-219,-5,1,1,-146,-110,573,-8,3,2,-415,-49,475,2,-4,3,171,-1073,-341,-7,0,-4,-49,292,256,-10,1,-9,-305,-183,354,4,-1,-2,195,-37,-451,2,0,-5,341,-25,-329,6,3,-4,-158,110,463,-1,1,5,451,354,195,4,0,6,1048,-463,-719,2,0,5,-37,-36,-109,left
-254,-66,-770,-13231,17012,20670,-6,-9,-316,11311,-14451,-3537,8,-32,-17,26118,-1565,-996,-9,-31,119,26235,7393,183,9,-19,167,18256,4439,292,71,-2,346,11902,-1768,-3793,12,-2,267,-7756,6244,2560,16,8,108,-28354,-2719,987,-10,15,-71,-37390,-5658,1865,-42,15,-241,-32524,-5951,1110,-9,0,-283,-19000,-1000,-5719,-68,-10,-199,4914,7988,-2756,5,-7,-160,12341,390,-5293,17,0,-49,18366,2878,-4036,20,3,55,13720,2829,61,-14,13,85,10720,-1841,6366,43,15,57,-1451,-10000,2464,-49,12,56,1268,2793,3842,2,5,32,-2951,-4695,2085,-1,-3,4,-1000,-573,-622,-5,-7,1,-902,903,-768,16,-6,9,719,390,-1061,14,1,12,-1183,1086,1817,-4,-2,0,1207,2219,268,8,-1,20,1805,-768,-317,4,4,7,-293,1280,98,-8,3,-9,-781,1927,707,5,-3,-4,561,-439,-463,-4,3,-5,-147,-402,195,-3,-1,-1,-86,427,-305,left
80,51,801,37560,5365,4451,47,46,422,-4665,1311,2347,21,12,187,-10488,3536,1179,-10,9,26,-16936,-4101,3414,3,-5,-19,-11915,-1012,-305,-15,-20,-248,-16622,-1890,-2402,4,-26,-237,-4049,-903,-6048,-29,-8,-142,5439,1670,-2219,19,-12,-47,13365,1378,-4268,2,11,0,10902,2317,-402,-15,17,61,8475,4683,1756,-25,7,59,6780,988,4683,26,3,18,-85,-4280,1622,3,5,13,683,854,1792,-8,0,6,768,-732,1134,18,-5,22,1061,-5292,-464,6,1,6,-390,-1549,317,-4,-3,5,1293,73,-171,-9,-1,8,-939,622,12,6,-3,9,-37,-1049,-293,3,1,3,-525,744,293,2,0,1,-439,476,61,-5,6,-1,-915,-426,427,-1,3,8,426,98,-268,-2,0,2,-268,-646,-170,-3,0,-1,-110,573,-561,3,-1,4,-159,195,-463,1,-1,4,-476,683,-73,-1,1,-7,122,902,-97,2,0,5,756,549,-134,left
101,44,798,57073,2317,-4573,31,-35,264,-884,5976,1220,40,-17,116,-13211,122,1280,0,-1,73,-13887,-2439,1768,-63,-1,13,-8902,1195,2475,-42,-9,-267,-20792,1232,-1110,-42,11,-190,-976,4159,-2147,-14,11,-128,5256,-6817,-3891,2,7,-96,9219,4146,-2439,47,6,-35,7256,-3049,-2244,23,3,80,8012,-1695,1927,21,9,71,792,-7219,2109,-3,-3,64,3061,7012,2402,0,-4,33,1805,-719,1646,17,-7,25,1500,2500,37,-7,-5,22,1073,817,342,20,-11,14,683,2109,-1561,-9,6,-20,-2122,1756,1256,-4,-2,-7,-219,-695,85,5,1,-6,-170,-769,122,1,4,-1,-524,549,98,-1,5,-4,-512,-1597,1719,-3,-1,7,561,-524,451,-14,1,0,-268,476,-817,7,5,-1,146,-670,-829,16,-6,10,951,-2439,-476,-17,0,-15,-1293,2098,683,6,-3,4,1085,-1500,-890,15,1,14,354,-1195,-122,0,-7,6,-329,1231,-146,left
224,1,951,54329,-5670,-6829,44,12,279,-11799,-31,7775,47,19,142,-18719,-4593,4695,-61,10,30,-22225,-5442,7150,-52,-9,-42,-17280,-1975,3464,-52,-27,-290,-25365,-2585,-1402,-32,-22,-166,208,451,-5207,-37,-17,-144,7512,2915,-4781,45,-9,-57,16597,7317,-6220,35,15,15,16634,3207,-2281,-12,36,79,14585,5134,3585,5,24,55,5670,-24,2414,5,8,65,4036,-646,2317,-21,7,14,622,-768,1146,17,-6,17,451,-1342,-817,-7,-3,-5,-915,-951,890,-14,-3,-14,-671,-1281,854,-16,1,-13,293,-951,208,17,-4,16,756,-1854,25,-24,5,-3,24,390,720,23,-1,21,1366,-1073,-1512,13,0,8,-451,1073,-354,5,1,-1,-610,1732,609,-12,4,-11,-171,-97,317,8,-1,5,671,-146,-415,-13,-2,-8,-293,1220,573,-5,-1,4,622,-1049,-134,4,-3,1,-146,610,-488,1,-2,-1,-207,366,-353,10,0,7,-61,-256,-109,left
-76,-28,-805,3353,1585,17134,-154,-13,-258,26311,-1311,13354,-23,-27,157,36443,5833,407,52,-7,307,23308,1814,-1326,14,-13,247,4573,1549,1805,35,-18,244,-13768,49,-2122,37,-2,116,-25817,-768,-3427,-13,13,-186,-34634,-2305,-878,-13,-9,-378,-28256,-6366,-3073,-48,17,-318,-6744,5744,-3110,-19,30,-129,12390,-1049,-3219,30,10,-23,17085,2085,-2195,6,9,69,13293,1000,2280,-36,21,125,9939,4695,4012,26,-2,61,2695,-6805,903,-4,-6,39,1208,829,1366,-15,-2,-4,-2134,-207,61,6,-3,11,-97,-2768,-1951,3,-6,0,-658,317,-719,-3,-1,-6,-1000,-220,195,1,2,-11,-939,158,147,4,0,6,719,-378,-146,17,-7,4,-183,-73,329,-2,-1,-4,317,707,1878,-2,-2,5,780,183,561,2,-7,20,1037,-1073,134,-7,0,2,-488,-390,829,-12,3,3,-451,622,24,5,-1,3,-231,-427,-1512,3,2,4,-536,-366,207,left
-127,-104,-1030,-24573,19146,14512,-37,-65,-202,27165,-14390,519,37,-24,158,37642,1220,-1707,28,-3,349,26342,-5381,625,-10,0,269,4439,2000,2646,46,2,356,-8366,-4390,-2646,20,-1,83,-29365,5171,-1415,-27,-7,-236,-39085,-2426,-1390,-5,-14,-395,-27390,5647,-6183,10,-6,-310,-2744,-3073,-6244,-9,17,-155,14036,659,-2146,-18,30,-13,18341,3012,2134,14,20,138,16853,2744,1683,-14,15,106,6939,329,5292,7,8,46,-1366,183,2854,-32,2,-5,-391,512,1976,23,-13,24,2219,-2195,-2963,-1,-5,0,-1037,-1073,219,1,-5,8,-708,-866,317,-7,-7,-7,61,1159,378,21,-3,17,61,-1426,-281,-4,5,-13,-1854,49,1878,-11,3,7,439,0,573,1,0,-1,-37,-341,-573,-5,4,2,-524,-244,207,6,0,-1,-537,781,-354,-5,2,-6,-829,329,-73,11,1,-2,402,-110,-658,-5,2,5,122,-366,549,1,-1,4,158,244,-134,left
103,17,820,27195,11951,-2621,64,4,398,-13506,-5396,-640,-33,-7,126,-21301,2358,3720,25,-33,-166,-20259,-3628,-1936,-2,-1,-129,-6634,3915,-2622,-12,0,-210,-4281,-3415,-1829,-18,1,-143,8475,2231,-415,19,10,-76,12378,-269,-1573,-17,31,119,15707,4817,1280,15,2,130,7110,-3927,1500,0,-2,43,-1390,439,2000,-5,-1,-17,-3646,-610,512,4,-7,-6,-73,-1147,-1256,15,-8,22,963,-2561,-915,-17,2,-11,-1195,-183,1366,-4,0,5,232,244,-744,7,-2,-1,378,73,-122,-2,0,1,341,-97,854,-16,5,-12,-695,537,1695,8,-3,13,841,122,-293,7,-1,-3,122,341,976,-2,1,5,220,244,610,3,-1,3,-48,451,-195,4,-2,1,159,268,-646,1,3,-6,12,500,-24,-4,1,1,-256,342,146,-1,1,-3,-61,793,-134,1,4,3,390,-914,24,4,1,2,256,-488,-183,-6,0,-6,-683,-61,353,left
264,-48,835,71341,12500,-15365,74,12,506,9177,-2866,2074,71,-21,213,-14817,-549,1870,-37,-14,36,-20183,-488,4680,0,-24,-65,-15012,-805,-1256,-38,-14,-243,-24939,-6878,-390,-35,-19,-271,-7805,6756,-3073,-33,11,-161,7085,-3329,-3147,35,9,-29,17524,220,-4244,3,24,58,14817,-24,1292,0,21,84,12109,4903,3170,14,11,75,4768,-6841,2073,12,-6,48,3049,3622,1134,13,-4,5,-1207,-744,341,-3,-4,7,866,817,329,-12,-1,-2,-500,-1390,-37,-1,-1,7,85,24,-195,-11,3,-4,-890,-719,512,-16,6,-5,-353,1122,159,3,1,3,-171,-158,-938,6,2,1,-463,329,74,3,1,0,-85,768,37,-7,2,-10,-36,585,171,14,-3,5,951,-988,-792,14,0,11,110,97,122,4,-2,3,73,-488,841,-8,1,-17,-329,378,744,4,0,12,830,-1195,-427,-16,1,1,-475,561,841,-14,0,-10,-524,207,451,left
24,-80,-787,11463,-5548,14146,-74,-9,-143,29482,-2104,10427,26,-21,78,33963,6098,3150,6,-4,238,26631,1022,1967,10,-4,233,11829,2073,-1207,32,4,347,-5024,1305,-4866,67,-8,147,-24476,2646,-4658,-6,2,-96,-40146,-7561,-854,-9,-22,-330,-36000,-3293,-1988,-48,7,-336,-17402,-4232,-2195,-32,16,-241,1390,-4585,-3708,-33,15,-98,15024,-927,-1268,-5,16,30,19243,5085,-1756,11,30,142,14804,1463,536,43,1,98,5475,3439,3354,2,2,51,1037,3293,5415,1,-3,12,-1683,-488,1049,5,-5,28,1244,-2378,-73,-6,0,-2,-183,732,-463,9,-2,8,451,-1415,-853,-5,-2,3,537,-12,647,-6,2,-10,-329,-707,659,-8,-1,-4,-159,683,244,6,-3,3,512,-476,-73,-6,0,-1,97,-171,390,1,-3,-4,-159,500,-695,3,0,2,171,-378,-610,2,1,-3,-12,-36,36,-10,3,-6,-293,244,402,-10,-2,0,0,-415,195,left
185,12,802,-9207,9146,2134,59,-71,481,-40396,-1768,11738,-3,-121,142,-55386,11890,6972,-17,-107,6,-51890,5534,7759,-19,-77,-76,-42939,-585,6061,-57,-61,-278,-33866,-3621,4476,-38,-18,-327,-10585,159,-3146,-23,37,-250,15244,-5280,-3536,-14,46,-183,36463,-3488,-5719,-2,58,-41,52439,-1561,-6609,3,36,7,52097,2780,-7853,17,26,87,49841,-1512,-3988,29,4,118,43585,1025,-5036,16,15,165,32439,-1219,-3305,25,-7,155,18268,1049,-3720,9,0,150,7317,-731,-1329,-6,21,111,-3207,-597,-585,-11,20,83,-12439,-6451,2171,30,33,85,-17061,-3732,61,22,37,1,-23987,3134,1659,18,32,-9,-21890,73,4292,7,3,-65,-20414,2720,3353,1,18,-35,-12671,3305,2768,-26,-1,-76,-10134,3268,3548,-36,-5,-45,-3366,-2244,2987,-14,0,-28,-817,-1329,-232,-5,3,1,988,-98,-1219,9,0,6,-195,-159,-1512,5,-2,7,-293,414,-1853,13,1,4,-817,-1049,-829,right
-166,-476,-716,-186219,43353,975,-76,-144,-427,-59086,9939,1189,-22,-84,-232,-13923,-1219,-508,-10,-66,-190,1905,-1509,-61,-8,-49,-133,10805,-2366,134,27,51,62,56963,-10866,-195,23,19,133,47951,-7829,768,9,17,125,34463,-439,817,7,19,163,25378,-829,354,0,14,139,15658,671,586,-2,19,123,7402,-219,1037,-10,22,73,-1573,5061,-1378,-6,36,72,-6634,73,-341,3,49,76,-12536,2878,-939,8,49,52,-19549,4988,-1354,5,33,-12,-23414,4488,-1098,12,24,-20,-20109,549,85,3,7,-45,-17304,2537,-37,-10,-8,-77,-13036,866,439,-16,-9,-60,-5719,-1402,414,-4,0,-24,-1622,-1305,-878,-2,-3,-12,-951,-1427,-305,6,-1,-1,-609,-1280,-634,8,-5,-1,-475,439,-536,18,0,14,-12,-487,195,3,-4,-7,-1451,208,1427,1,-1,5,-658,829,659,-5,-4,-5,-646,1171,781,-10,2,3,13,-1146,1085,1,-2,-2,-536,-524,-85,right
-80,-300,-831,-134451,-1036,6280,-22,-111,-471,-39543,-5701,2866,-10,-60,-300,-6362,-4877,2642,-20,-45,-200,8643,-1753,1753,-17,-40,-120,16634,-1451,756,9,20,104,50475,-1500,-1170,3,-4,152,42597,2988,-1853,-1,-17,153,31731,5061,-2158,9,1,185,22865,3939,-3219,6,6,162,11549,1085,-1854,13,26,155,1854,2927,-2244,-7,50,82,-10158,280,-1232,-2,66,76,-15987,-2890,-695,7,51,14,-23048,-2781,841,8,39,-29,-25207,-220,622,-8,24,-92,-24109,-939,2268,2,11,-50,-16121,597,2073,6,-10,-50,-11341,1451,1207,-12,-5,-35,-6366,951,914,-4,-2,-20,-3207,1232,390,-2,-4,-7,-1512,-573,-61,-2,-3,4,-378,-1781,232,2,5,0,-732,-1146,244,5,-4,-18,-1110,-195,476,-2,4,1,24,-585,622,-12,5,-3,24,780,402,4,-5,-12,-366,403,-171,-4,-2,-6,110,1122,-12,-1,2,16,1000,-402,-73,1,1,-1,-317,476,-280,right
